,latency,power_consumption,reward,communication_overhead
FedSemGNN,5.028379272126107,920.082914233669,0.8502133863223005,44.960633099465774
FlatFedPPO,421.93770712582153,40106.14905923897,1.0190253705963674,1372.1471044503953
HierFedPPO,540.6076872549589,13598.579871907115,-2.1040402751440492,9463.656999179091
HSQF,540.6076872549589,10735.501506139102,-0.16112154669244766,11.479310578587006
RandomPlacement,540.6076872549589,37639.11013630173,0.5036880612375692,0.1195761518602813
