% TODO: \usepackage{graphicx} required
\begin{figure}
\centering
\includegraphics[width=0.7\linewidth]{orch_latency_hist}
\caption{}
\label{fig:orchlatencyhist}
\end{figure}
Step,StartTime,EndTime,Duration_ms
144,1752063654.7581532,1752063654.7596958,1.5425682067871094
145,1752063654.7597218,1752063654.761335,1.6131401062011719
146,1752063654.7613647,1752063654.7629273,1.5625953674316406
147,1752063654.7629435,1752063654.7644823,1.5387535095214844
148,1752063654.764508,1752063654.7660747,1.5666484832763672
149,1752063654.7660859,1752063654.7676306,1.5447139739990234
150,1752063654.7676525,1752063654.7691708,1.51824951171875
151,1752063654.769189,1752063654.7707503,1.5614032745361328
152,1752063654.770769,1752063654.772312,1.5430450439453125
153,1752063654.772338,1752063654.7738845,1.546621322631836
154,1752063654.7739065,1752063654.775462,1.5554428100585938
155,1752063654.7754729,1752063654.7770789,1.605987548828125
156,1752063654.777122,1752063654.7786694,1.5473365783691406
157,1752063654.7786968,1752063654.7802675,1.5707015991210938
158,1752063654.7802796,1752063654.7818336,1.5540122985839844
159,1752063654.781845,1752063654.7833593,1.5141963958740234
160,1752063654.783403,1752063654.784946,1.5430450439453125
161,1752063654.7849705,1752063654.7865155,1.544952392578125
162,1752063654.786534,1752063654.7880886,1.5544891357421875
163,1752063654.7881,1752063654.7896378,1.5377998352050781
164,1752063654.7896633,1752063654.7912004,1.5370845794677734
165,1752063654.7912257,1752063654.7928553,1.6295909881591797
166,1752063654.7928746,1752063654.794436,1.5614032745361328
167,1752063654.794452,1752063654.7959843,1.5323162078857422
168,1752063654.7960029,1752063654.7975495,1.546621322631836
169,1752063654.7975755,1752063654.7991242,1.54876708984375
170,1752063654.7991405,1752063654.800697,1.5566349029541016
171,1752063654.8007085,1752063654.8022468,1.5382766723632812
172,1752063654.8022726,1752063654.8038092,1.5366077423095703
173,1752063654.8038335,1752063654.8053763,1.542806625366211
174,1752063654.8053985,1752063654.8069532,1.554727554321289
175,1752063654.8069642,1752063654.8085845,1.6202926635742188
176,1752063654.8086038,1752063654.8101819,1.5780925750732422
177,1752063654.810202,1752063654.8117514,1.5494823455810547
178,1752063654.8117728,1752063654.8133304,1.5575885772705078
179,1752063654.8133419,1752063654.814881,1.5392303466796875
180,1752063654.8149056,1752063654.816443,1.537322998046875
181,1752063654.8164697,1752063654.8180127,1.5430450439453125
182,1752063654.8180246,1752063654.8195798,1.5552043914794922
183,1752063654.8195908,1752063654.8211286,1.5377998352050781
184,1752063654.8211524,1752063654.8226678,1.5153884887695312
185,1752063654.822688,1752063654.824285,1.5969276428222656
186,1752063654.8243003,1752063654.825875,1.5747547149658203
187,1752063654.8258874,1752063654.827427,1.539468765258789
188,1752063654.827453,1752063654.8289905,1.5375614166259766
189,1752063654.8290157,1752063654.83056,1.5442371368408203
190,1752063654.8305795,1752063654.832133,1.5535354614257812
191,1752063654.8321493,1752063654.833687,1.5377998352050781
192,1752063654.8337107,1752063654.8352475,1.5368461608886719
193,1752063654.8352776,1752063654.8367934,1.5158653259277344
194,1752063654.8368144,1752063654.8383782,1.5637874603271484
195,1752063654.8383908,1752063654.8399575,1.5666484832763672
196,1752063654.839969,1752063654.8415434,1.5745162963867188
197,1752063654.841563,1752063654.8431127,1.5497207641601562
198,1752063654.8431287,1752063654.8446417,1.5130043029785156
199,1752063654.8446534,1752063654.846208,1.554727554321289
200,1752063654.8462238,1752063654.847772,1.5480518341064453
201,1752063654.8477938,1752063654.8493125,1.5187263488769531
202,1752063654.8493335,1752063654.8508945,1.5609264373779297
203,1752063654.8509102,1752063654.8524513,1.5411376953125
204,1752063654.8524754,1752063654.8540132,1.5377998352050781
205,1752063654.85404,1752063654.8556898,1.6498565673828125
206,1752063654.8557107,1752063654.8572824,1.5716552734375
207,1752063654.8573036,1752063654.8588548,1.5511512756347656
208,1752063654.858875,1752063654.8604143,1.5392303466796875
209,1752063654.8604388,1752063654.8619852,1.5463829040527344
210,1752063654.8620043,1752063654.8635237,1.5194416046142578
211,1752063654.863545,1752063654.8650904,1.5454292297363281
212,1752063654.8651145,1752063654.8666525,1.5380382537841797
213,1752063654.8666787,1752063654.8682237,1.544952392578125
214,1752063654.8682442,1752063654.8697977,1.5535354614257812
215,1752063654.869815,1752063654.871459,1.6438961029052734
216,1752063654.8714793,1752063654.8730295,1.5501976013183594
217,1752063654.8730564,1752063654.8746011,1.5447139739990234
218,1752063654.8746216,1752063654.8761415,1.519918441772461
219,1752063654.8761618,1752063654.8777132,1.5513896942138672
220,1752063654.8777328,1752063654.8792727,1.5399456024169922
221,1752063654.8792984,1752063654.8808439,1.5454292297363281
222,1752063654.880864,1752063654.8824189,1.5549659729003906
223,1752063654.8824303,1752063654.883968,1.5377998352050781
224,1752063654.883994,1752063654.885559,1.5649795532226562
225,1752063654.88557,1752063654.887258,1.6880035400390625
226,1752063654.887278,1752063654.8888586,1.5804767608642578
227,1752063654.8888748,1752063654.8904364,1.5616416931152344
228,1752063654.890457,1752063654.8919997,1.542806625366211
229,1752063654.8920274,1752063654.8935752,1.5478134155273438
230,1752063654.8935924,1752063654.8951478,1.5554428100585938
231,1752063654.8951588,1752063654.8966975,1.5387535095214844
232,1752063654.896721,1752063654.8982575,1.5366077423095703
233,1752063654.898282,1752063654.8998256,1.5435218811035156
234,1752063654.8998437,1752063654.9014127,1.5690326690673828
235,1752063654.9014237,1752063654.903019,1.5952587127685547
236,1752063654.9030516,1752063654.9046173,1.565694808959961
237,1752063654.9046383,1752063654.9061847,1.5463829040527344
238,1752063654.9061992,1752063654.907754,1.554727554321289
239,1752063654.907765,1752063654.9093168,1.5518665313720703
240,1752063654.9093459,1752063654.9108891,1.543283462524414
241,1752063654.9109023,1752063654.9124582,1.5559196472167969
242,1752063654.91247,1752063654.9140255,1.5554428100585938
243,1752063654.914037,1752063654.9155645,1.527547836303711
244,1752063654.9155786,1752063654.9171398,1.5611648559570312
245,1752063654.9171607,1752063654.9187763,1.6155242919921875
246,1752063654.918798,1752063654.9203584,1.5604496002197266
247,1752063654.9203742,1752063654.921916,1.5418529510498047
248,1752063654.921937,1752063654.923474,1.5370845794677734
249,1752063654.923499,1752063654.925043,1.5439987182617188
250,1752063654.9250617,1752063654.926614,1.5523433685302734
251,1752063654.926625,1752063654.9281635,1.5385150909423828
252,1752063654.9281876,1752063654.929791,1.6033649444580078
253,1752063654.9298103,1752063654.9313824,1.5721321105957031
254,1752063654.931395,1752063654.9329531,1.558065414428711
255,1752063654.9329646,1752063654.934547,1.5823841094970703
256,1752063654.9345596,1752063654.936101,1.5413761138916016
257,1752063654.936125,1752063654.937671,1.5459060668945312
258,1752063654.9376888,1752063654.9392438,1.5549659729003906
259,1752063654.939255,1752063654.9407945,1.539468765258789
260,1752063654.9408185,1752063654.9423275,1.508951187133789
261,1752063654.9423406,1752063654.9439018,1.5611648559570312
262,1752063654.9439218,1752063654.945496,1.5742778778076172
263,1752063654.945509,1752063654.947048,1.538991928100586
264,1752063654.947071,1752063654.9486082,1.5370845794677734
265,1752063654.9486418,1752063654.9502642,1.6224384307861328
266,1752063654.9502852,1752063654.9518359,1.5506744384765625
267,1752063654.9518487,1752063654.9533887,1.5399456024169922
268,1752063654.9534037,1752063654.9549446,1.5408992767333984
269,1752063654.954977,1752063654.956558,1.580953598022461
270,1752063654.9565797,1752063654.958141,1.5614032745361328
271,1752063654.9582236,1752063654.9597752,1.5516281127929688
272,1752063654.9597929,1752063654.9613569,1.56402587890625
273,1752063654.9613686,1752063654.9629133,1.5447139739990234
274,1752063654.9629335,1752063654.9644895,1.5559196472167969
275,1752063654.9645016,1752063654.9661148,1.6131401062011719
276,1752063654.9661613,1752063654.9677153,1.5540122985839844
277,1752063654.9677396,1752063654.9692905,1.550912857055664
278,1752063654.9693172,1752063654.9708824,1.5652179718017578
279,1752063654.9708998,1752063654.9724424,1.5425682067871094
280,1752063654.9724677,1752063654.9740055,1.5377998352050781
281,1752063654.97403,1752063654.9756007,1.5707015991210938
282,1752063654.975612,1752063654.977166,1.5540122985839844
283,1752063654.977177,1752063654.9787157,1.5387535095214844
284,1752063654.9787374,1752063654.9802752,1.5377998352050781
285,1752063654.980299,1752063654.9819543,1.6553401947021484
286,1752063654.981968,1752063654.9835403,1.5723705291748047
287,1752063654.9835706,1752063654.9851213,1.5506744384765625
288,1752063654.9851403,1752063654.98666,1.5196800231933594
289,1752063654.986682,1752063654.9882052,1.5232563018798828
290,1752063654.9882288,1752063654.9897847,1.5559196472167969
291,1752063654.989797,1752063654.991377,1.5799999237060547
292,1752063654.991389,1752063654.99293,1.5408992767333984
293,1752063654.9929469,1752063654.994491,1.5442371368408203
294,1752063654.9945083,1752063654.996126,1.6176700592041016
295,1752063654.996163,1752063654.9977546,1.5916824340820312
296,1752063654.9977796,1752063654.999308,1.5285015106201172
297,1752063654.9993384,1752063655.000893,1.554727554321289
298,1752063655.0009086,1752063655.0024605,1.5518665313720703
299,1752063655.0024726,1752063655.004012,1.539468765258789
300,1752063655.0040326,1752063655.0056055,1.5728473663330078
301,1752063655.005617,1752063655.007165,1.5480518341064453
302,1752063655.0071757,1752063655.0086913,1.5156269073486328
303,1752063655.0087035,1752063655.0102618,1.5583038330078125
304,1752063655.010286,1752063655.0118291,1.5430450439453125
305,1752063655.0118477,1752063655.0134487,1.6009807586669922
306,1752063655.0134606,1752063655.015012,1.5513896942138672
307,1752063655.0150244,1752063655.0165627,1.5382766723632812
308,1752063655.0165818,1752063655.0181205,1.5387535095214844
309,1752063655.0181406,1752063655.019684,1.5435218811035156
310,1752063655.0197015,1752063655.0212736,1.5721321105957031
311,1752063655.021285,1752063655.0228,1.5149116516113281
312,1752063655.0228212,1752063655.0243719,1.5506744384765625
313,1752063655.0243878,1752063655.025937,1.5492439270019531
314,1752063655.025956,1752063655.027505,1.5490055084228516
315,1752063655.0275161,1752063655.029124,1.6078948974609375
316,1752063655.0291598,1752063655.0307117,1.5518665313720703
317,1752063655.0307345,1752063655.0322812,1.546621322631836
318,1752063655.0323043,1752063655.0338602,1.5559196472167969
319,1752063655.033872,1752063655.035445,1.5730857849121094
320,1752063655.0354798,1752063655.037039,1.5592575073242188
321,1752063655.0370595,1752063655.038614,1.5544891357421875
322,1752063655.0386274,1752063655.0401845,1.5571117401123047
323,1752063655.0402,1752063655.0417376,1.5375614166259766
324,1752063655.041769,1752063655.0433056,1.5366077423095703
325,1752063655.0433328,1752063655.0449193,1.5864372253417969
326,1752063655.044931,1752063655.046485,1.5540122985839844
327,1752063655.0464966,1752063655.0480351,1.5385150909423828
328,1752063655.0480595,1752063655.0495763,1.5168190002441406
329,1752063655.049597,1752063655.051172,1.5749931335449219
330,1752063655.0511897,1752063655.052748,1.5583038330078125
331,1752063655.0527601,1752063655.0542994,1.5392303466796875
332,1752063655.0543237,1752063655.0558605,1.5368461608886719
333,1752063655.0558848,1752063655.0574288,1.5439987182617188
334,1752063655.0574472,1752063655.0590022,1.5549659729003906
335,1752063655.0590146,1752063655.0606601,1.6455650329589844
336,1752063655.0606856,1752063655.0622082,1.5225410461425781
337,1752063655.062235,1752063655.063801,1.5659332275390625
338,1752063655.0638325,1752063655.0654328,1.6002655029296875
339,1752063655.0654473,1752063655.0669913,1.5439987182617188
340,1752063655.0670156,1752063655.0685537,1.5380382537841797
341,1752063655.068577,1752063655.070122,1.544952392578125
342,1752063655.070144,1752063655.071699,1.5549659729003906
343,1752063655.0717103,1752063655.0732656,1.5552043914794922
344,1752063655.0732872,1752063655.0748286,1.5413761138916016
345,1752063655.0748532,1752063655.0764081,1.5549659729003906
346,1752063655.0764294,1752063655.0779953,1.5659332275390625
347,1752063655.0780153,1752063655.0795593,1.5439987182617188
348,1752063655.0795865,1752063655.0811598,1.573324203491211
349,1752063655.0811763,1752063655.082726,1.5497207641601562
350,1752063655.0827415,1752063655.0842957,1.554250717163086
351,1752063655.0843072,1752063655.0858455,1.5382766723632812
352,1752063655.0858707,1752063655.087408,1.537322998046875
353,1752063655.0874326,1752063655.0889473,1.5146732330322266
354,1752063655.088965,1752063655.0905228,1.5578269958496094
355,1752063655.0905464,1752063655.0921674,1.6210079193115234
356,1752063655.0922027,1752063655.0937693,1.5666484832763672
357,1752063655.0937996,1752063655.0953817,1.5821456909179688
358,1752063655.0953953,1752063655.0969622,1.5668869018554688
359,1752063655.0969803,1752063655.098524,1.5437602996826172
360,1752063655.0985594,1752063655.100098,1.5385150909423828
361,1752063655.100124,1752063655.1016676,1.5437602996826172
362,1752063655.101687,1752063655.103264,1.577138900756836
363,1752063655.103295,1752063655.104824,1.5289783477783203
364,1752063655.1048489,1752063655.1063948,1.5459060668945312
365,1752063655.106418,1752063655.1080587,1.6407966613769531
366,1752063655.1080797,1752063655.109648,1.5683174133300781
367,1752063655.109664,1752063655.1112394,1.575469970703125
368,1752063655.1112514,1752063655.1128068,1.5554428100585938
369,1752063655.1128242,1752063655.1144054,1.5811920166015625
370,1752063655.1144245,1752063655.1159604,1.5358924865722656
371,1752063655.1161003,1752063655.1176634,1.5630722045898438
372,1752063655.1176836,1752063655.1192281,1.5444755554199219
373,1752063655.1192515,1752063655.1208093,1.5578269958496094
374,1752063655.120827,1752063655.122383,1.5561580657958984
375,1752063655.122395,1752063655.124016,1.6210079193115234
376,1752063655.1240363,1752063655.1256163,1.5799999237060547
377,1752063655.1256316,1752063655.1271753,1.5437602996826172
378,1752063655.127194,1752063655.1287491,1.5552043914794922
379,1752063655.128765,1752063655.13033,1.5649795532226562
380,1752063655.1303546,1752063655.1318998,1.5451908111572266
381,1752063655.1319227,1752063655.13347,1.5473365783691406
382,1752063655.1334863,1752063655.1350417,1.5554428100585938
383,1752063655.1350532,1752063655.136566,1.512765884399414
384,1752063655.1365845,1752063655.1381257,1.5411376953125
385,1752063655.138148,1752063655.1398058,1.657724380493164
386,1752063655.1398258,1752063655.1413786,1.5528202056884766
387,1752063655.141403,1752063655.1429248,1.5218257904052734
388,1752063655.1429477,1752063655.1444657,1.5180110931396484
389,1752063655.1444874,1752063655.1460426,1.5552043914794922
390,1752063655.1460567,1752063655.1476066,1.5499591827392578
391,1752063655.147618,1752063655.1491566,1.5385150909423828
392,1752063655.1491783,1752063655.1507156,1.537322998046875
393,1752063655.1507387,1752063655.152252,1.5132427215576172
394,1752063655.1522682,1752063655.1538217,1.5535354614257812
395,1752063655.1538336,1752063655.1554925,1.6589164733886719
396,1752063655.1555147,1752063655.1570723,1.5575885772705078
397,1752063655.157105,1752063655.158657,1.5521049499511719
398,1752063655.1586714,1752063655.1601982,1.5268325805664062
399,1752063655.160222,1752063655.161742,1.519918441772461
400,1752063655.1617644,1752063655.1632826,1.51824951171875
401,1752063655.1633017,1752063655.1648555,1.5537738800048828
402,1752063655.164868,1752063655.1664197,1.5516281127929688
403,1752063655.166431,1752063655.1679754,1.5444755554199219
404,1752063655.1679957,1752063655.1695204,1.5246868133544922
405,1752063655.1695843,1752063655.1712286,1.6443729400634766
406,1752063655.1712499,1752063655.172817,1.5671253204345703
407,1752063655.1728394,1752063655.1743848,1.5454292297363281
408,1752063655.1743977,1752063655.1759362,1.5385150909423828
409,1752063655.1759543,1752063655.1775029,1.5485286712646484
410,1752063655.1775155,1752063655.179065,1.5494823455810547
411,1752063655.1790767,1752063655.180615,1.5382766723632812
412,1752063655.180633,1752063655.182179,1.5459060668945312
413,1752063655.1821907,1752063655.1837482,1.5575885772705078
414,1752063655.1837687,1752063655.1853445,1.5757083892822266
415,1752063655.1853576,1752063655.186948,1.5904903411865234
416,1752063655.1869602,1752063655.1880362,1.0759830474853516
417,1752063655.1880572,1752063655.1896007,1.5435218811035156
418,1752063655.1896124,1752063655.191169,1.5566349029541016
419,1752063655.1911802,1752063655.1927183,1.5380382537841797
420,1752063655.192738,1752063655.194275,1.5368461608886719
421,1752063655.194298,1752063655.1958203,1.5223026275634766
422,1752063655.1958518,1752063655.1974144,1.5625953674316406
423,1752063655.1974344,1752063655.198977,1.5425682067871094
424,1752063655.1989973,1752063655.2005615,1.5642642974853516
425,1752063655.200573,1752063655.202199,1.6260147094726562
426,1752063655.2022161,1752063655.2037742,1.558065414428711
427,1752063655.2037902,1752063655.2053308,1.5406608581542969
428,1752063655.2053502,1752063655.2068872,1.5370845794677734
429,1752063655.2069125,1752063655.2084568,1.5442371368408203
430,1752063655.2084813,1752063655.2099996,1.51824951171875
431,1752063655.210021,1752063655.2115643,1.543283462524414
432,1752063655.2115872,1752063655.2131245,1.537322998046875
433,1752063655.2131486,1752063655.2146924,1.5437602996826172
434,1752063655.2147124,1752063655.2162838,1.5714168548583984
435,1752063655.216295,1752063655.2178562,1.5611648559570312
436,1752063655.2178676,1752063655.2194095,1.5418529510498047
437,1752063655.2194364,1752063655.2209837,1.5473365783691406
438,1752063655.2210011,1752063655.2225258,1.5246868133544922
439,1752063655.2225473,1752063655.224113,1.565694808959961
440,1752063655.224133,1752063655.225674,1.5408992767333984
441,1752063655.2256973,1752063655.22724,1.542806625366211
442,1752063655.227264,1752063655.2288177,1.5537738800048828
443,1752063655.2288363,1752063655.2303982,1.561880111694336
444,1752063655.2304094,1752063655.231947,1.5375614166259766
445,1752063655.231972,1752063655.233717,1.744985580444336
446,1752063655.2337348,1752063655.2353404,1.6055107116699219
447,1752063655.2353776,1752063655.2369056,1.528024673461914
448,1752063655.2369308,1752063655.2384796,1.54876708984375
449,1752063655.2385037,1752063655.2400587,1.5549659729003906
450,1752063655.2400808,1752063655.2416809,1.600027084350586
451,1752063655.2417345,1752063655.2442837,2.5491714477539062
452,1752063655.2443285,1752063655.2460623,1.7337799072265625
453,1752063655.2460866,1752063655.2476223,1.535654067993164
454,1752063655.2476897,1752063655.2492392,1.5494823455810547
455,1752063655.249273,1752063655.2507925,1.5194416046142578
456,1752063655.2508233,1752063655.2523704,1.547098159790039
457,1752063655.252429,1752063655.253962,1.5330314636230469
458,1752063655.2539852,1752063655.2555156,1.5304088592529297
459,1752063655.255552,1752063655.2571058,1.5537738800048828
460,1752063655.2571423,1752063655.2586727,1.5304088592529297
461,1752063655.2587152,1752063655.2603223,1.6071796417236328
462,1752063655.2603402,1752063655.2618842,1.5439987182617188
463,1752063655.2619061,1752063655.2634268,1.5206336975097656
464,1752063655.2634509,1752063655.2650332,1.5823841094970703
465,1752063655.2650936,1752063655.2666597,1.566171646118164
466,1752063655.2666836,1752063655.268232,1.5485286712646484
467,1752063655.2682505,1752063655.2697885,1.5380382537841797
468,1752063655.2698135,1752063655.2713587,1.5451908111572266
469,1752063655.2713737,1752063655.2728858,1.5120506286621094
470,1752063655.2728987,1752063655.2744408,1.5420913696289062
471,1752063655.27446,1752063655.2759795,1.5194416046142578
472,1752063655.2760088,1752063655.2775717,1.5628337860107422
473,1752063655.2775931,1752063655.27915,1.5568733215332031
474,1752063655.2791631,1752063655.2807631,1.600027084350586
475,1752063655.28079,1752063655.282339,1.5490055084228516
476,1752063655.2823555,1752063655.2839046,1.5490055084228516
477,1752063655.2839181,1752063655.2854674,1.5492439270019531
478,1752063655.2854788,1752063655.2870176,1.5387535095214844
479,1752063655.2870383,1752063655.2885752,1.5368461608886719
480,1752063655.2886,1752063655.2901776,1.577615737915039
481,1752063655.290197,1752063655.2917533,1.556396484375
482,1752063655.2917678,1752063655.2933068,1.538991928100586
483,1752063655.293329,1752063655.2948663,1.537322998046875
484,1752063655.2948875,1752063655.296507,1.6193389892578125
485,1752063655.2965255,1752063655.2980852,1.5597343444824219
486,1752063655.2980995,1752063655.2996497,1.5501976013183594
