Step,Power,Reward,Latency_ms,Migrations,Fidelity,BytesExchanged
75,2288.8157833333335,7708.0592166666665,312.5,52,0.6666666666666666,441600
76,2286.88145,7710.0629944444445,305.55555555555554,52,1.0,447488
77,2282.045616666667,7714.968272222222,298.6111111111111,52,0.5,453376
78,2284.947116666667,7712.34455,270.8333333333333,52,0.5,459264
79,2293.651616666667,7703.153938888889,319.4444444444444,52,0.8333333333333334,465152
80,2295.58595,7701.080716666666,333.3333333333333,52,0.5,471040
81,2291.717283333334,7704.949383333333,333.3333333333333,52,0.16666666666666666,476928
82,2291.7172833333334,7705.227161111111,305.55555555555554,52,1.0,482816
83,2295.58595,7701.080716666666,333.3333333333333,52,1.0,488704
84,2295.58595,7701.080716666666,333.3333333333333,52,0.6666666666666666,494592
85,2295.58595,7701.080716666666,333.3333333333333,52,0.6666666666666666,500480
86,2292.68445,7703.982216666666,333.3333333333333,52,0.6666666666666666,506368
87,2292.68445,7704.190549999999,312.5,52,0.8333333333333334,512256
88,2295.58595,7701.080716666666,333.3333333333333,52,1.0,518144
89,2292.68445,7703.982216666666,333.3333333333333,52,1.0,524032
90,2292.68445,7704.190549999999,312.5,52,0.6666666666666666,529920
91,2291.717283333334,7704.949383333333,333.3333333333333,52,0.8333333333333334,535808
92,2290.750116666667,7706.194327777777,305.55555555555554,52,0.8333333333333334,541696
93,2288.815783333334,7707.920327777778,326.38888888888886,52,0.5,547584
94,2289.7829500000003,7707.300383333333,291.66666666666663,52,1.0,553472
95,2295.58595,7701.080716666666,333.3333333333333,52,0.6666666666666666,559360
96,2292.68445,7703.982216666666,333.3333333333333,52,0.8333333333333334,565248
97,2292.68445,7704.190549999999,312.5,52,1.0,571136
98,2291.7172833333334,7704.949383333333,333.3333333333333,52,1.0,577024
99,2286.88145,7710.0629944444445,305.55555555555554,52,0.6666666666666666,582912
100,2285.9142833333335,7711.099605555555,298.61111111111114,52,0.6666666666666666,588800
101,2286.88145,7710.132438888889,298.61111111111114,52,0.3333333333333333,594688
102,2288.8157833333335,7708.128661111111,305.55555555555554,52,1.0,600576
103,2316.7524166666667,7680.122583333334,312.5,52,0.6666666666666666,606464
104,2369.155916666667,7627.649638888888,319.4444444444444,54,0.8333333333333334,612352
105,2369.155916666667,7627.5107499999995,333.3333333333333,54,1.0,618240
106,2395.1582166666667,7601.647338888889,319.4444444444444,54,0.5,624128
107,2444.6602166666667,7552.00645,333.3333333333333,56,0.6666666666666666,630016
108,2443.6930500000003,7553.112505555555,319.4444444444444,56,0.8333333333333334,635904
109,2442.7258833333335,7554.010227777778,326.38888888888886,56,0.8333333333333334,641792
110,2441.758716666667,7555.116283333333,312.5,56,0.8333333333333334,647680
111,2438.857216666667,7557.948338888889,319.4444444444444,56,0.8333333333333334,653568
112,2434.98855,7562.094783333334,291.6666666666667,56,0.8333333333333334,659456
113,2438.857216666667,7558.226116666667,291.6666666666667,56,0.3333333333333333,665344
114,2443.6930500000003,7553.112505555555,319.4444444444444,56,0.8333333333333334,671232
115,2437.89005,7558.846061111111,326.38888888888886,56,0.3333333333333333,677120
116,2435.955716666667,7561.266505555555,277.77777777777777,56,0.6666666666666666,683008
117,2440.7915500000004,7556.08345,312.5,56,0.5,688896
118,2442.7258833333335,7554.1491166666665,312.5,56,1.0,694784
119,2444.660216666667,7552.075894444444,326.38888888888886,56,0.6666666666666666,700672
120,2440.7915500000004,7555.944561111111,326.38888888888886,56,1.0,706560
121,2434.98855,7562.025338888889,298.6111111111111,56,0.0,712448
122,2435.955716666667,7561.197061111111,284.72222222222223,56,1.0,718336
123,2440.7915500000004,7556.1528944444435,305.55555555555554,56,0.6666666666666666,724224
124,2443.6930500000003,7553.112505555555,319.4444444444444,56,0.8333333333333334,730112
125,2442.7258833333335,7554.010227777778,326.38888888888886,56,0.3333333333333333,736000
126,2440.7915500000004,7556.08345,312.5,56,0.6666666666666666,741888
127,2441.758716666667,7555.116283333333,312.5,56,0.8333333333333334,747776
128,2444.660216666667,7552.145338888889,319.4444444444444,56,0.8333333333333334,753664
129,2443.6930500000003,7552.973616666666,333.3333333333333,56,0.6666666666666666,759552
130,2443.6930500000003,7553.18195,312.5,56,1.0,765440
131,2445.627383333334,7551.039283333333,333.3333333333333,56,0.6666666666666666,771328
132,2441.758716666667,7554.977394444444,326.38888888888886,56,0.16666666666666666,777216
133,2442.7258833333335,7554.218561111111,305.55555555555554,56,0.5,783104
134,2443.6930500000003,7552.973616666666,333.3333333333333,56,1.0,788992
135,2442.7258833333335,7554.1491166666665,312.5,56,0.6666666666666666,794880
136,2435.955716666667,7560.780394444444,326.38888888888886,56,0.3333333333333333,800768
137,2433.0542166666664,7564.306894444445,263.88888888888886,56,0.8333333333333334,806656
138,2442.7258833333335,7554.218561111111,305.55555555555554,56,1.0,812544
139,2445.6273833333335,7551.0392833333335,333.3333333333333,56,0.3333333333333333,818432
140,2438.857216666667,7557.878894444444,326.38888888888886,56,0.8333333333333334,824320
141,2438.857216666667,7558.295561111111,284.72222222222223,56,0.6666666666666666,830208
142,2444.660216666667,7552.075894444444,326.38888888888886,56,1.0,836096
143,2444.660216666667,7552.075894444444,326.38888888888886,56,1.0,841984
144,2443.6930500000003,7553.0430611111115,326.38888888888886,56,0.8333333333333334,847872
145,2444.660216666667,7552.145338888889,319.4444444444444,56,0.6666666666666666,853760
146,2437.89005,7558.776616666666,333.3333333333333,56,0.8333333333333334,859648
147,2434.0213833333332,7563.270283333333,270.8333333333333,56,1.0,865536
148,2442.7258833333335,7554.218561111111,305.55555555555554,56,1.0,871424
149,2443.6930500000003,7552.973616666666,333.3333333333333,56,1.0,877312
150,2442.7258833333335,7554.1491166666665,312.5,56,0.8333333333333334,883200
151,2445.6273833333335,7551.108727777778,326.38888888888886,56,1.0,889088
152,2446.5945500000003,7550.072116666666,333.3333333333333,56,1.0,894976
153,2445.627383333334,7551.039283333333,333.3333333333333,56,0.6666666666666666,900864
154,2438.857216666667,7557.878894444444,326.38888888888886,56,0.3333333333333333,906752
155,2439.8243833333336,7557.328394444445,284.72222222222223,56,0.5,912640
156,2445.6273833333335,7551.0392833333335,333.3333333333333,56,0.8333333333333334,918528
157,2439.8243833333336,7556.911727777778,326.38888888888886,56,0.8333333333333334,924416
158,2440.7915500000004,7556.291783333333,291.6666666666667,56,0.6666666666666666,930304
159,2441.7587166666667,7554.90795,333.3333333333333,56,0.6666666666666666,936192
160,2441.758716666667,7555.2551722222215,298.6111111111111,56,0.6666666666666666,942080
161,2444.6602166666667,7552.00645,333.3333333333333,56,0.6666666666666666,947968
162,2444.6602166666667,7552.1453388888895,319.4444444444444,56,0.6666666666666666,953856
163,2446.5945500000003,7550.072116666666,333.3333333333333,56,0.8333333333333334,959744
164,2446.5945500000003,7550.072116666666,333.3333333333333,56,0.6666666666666666,965632
165,2446.5945500000003,7550.072116666666,333.3333333333333,56,0.6666666666666666,971520
166,2440.7915500000004,7555.875116666666,333.3333333333333,56,0.6666666666666666,977408
167,2440.7915500000004,7556.291783333333,291.6666666666667,56,1.0,983296
168,2442.7258833333335,7553.9407833333335,333.3333333333333,56,0.8333333333333334,989184
169,2438.857216666667,7558.087227777778,305.55555555555554,56,0.5,995072
170,2438.857216666667,7558.087227777778,305.55555555555554,56,0.8333333333333334,1000960
171,2438.857216666667,7558.087227777778,305.55555555555554,56,1.0,1006848
172,2434.98855,7561.955894444444,305.55555555555554,56,0.8333333333333334,1012736
173,2435.955716666667,7561.266505555555,277.77777777777777,56,0.6666666666666666,1018624
174,2436.9228833333336,7559.952116666666,312.5,56,0.6666666666666666,1024512
175,2439.8243833333336,7557.328394444445,284.72222222222223,56,1.0,1030400
176,2446.5945500000003,7550.072116666666,333.3333333333333,56,0.5,1036288
177,2439.8243833333336,7556.842283333333,333.3333333333333,56,0.5,1042176
178,2436.922883333333,7560.229894444445,284.72222222222223,56,0.6666666666666666,1048064
179,2440.7915500000004,7556.08345,312.5,56,0.8333333333333334,1053952
180,2438.857216666667,7558.017783333333,312.5,56,0.5,1059840
181,2439.8243833333336,7557.189505555555,298.61111111111114,56,1.0,1065728
182,2439.8243833333336,7556.981172222222,319.4444444444444,56,0.6666666666666666,1071616
183,2439.8243833333336,7557.189505555555,298.61111111111114,56,1.0,1077504
184,2440.7915500000004,7556.014005555555,319.4444444444444,56,1.0,1083392
185,2442.7258833333335,7554.218561111111,305.55555555555554,56,0.6666666666666666,1089280
186,2454.7598666666668,7541.9068,333.3333333333333,56,0.8333333333333334,1095168
187,2446.055366666667,7550.958522222221,298.61111111111114,56,0.6666666666666666,1101056
188,2435.955716666667,7561.33595,270.8333333333333,56,0.8333333333333334,1106944
189,2438.857216666667,7557.948338888889,319.4444444444444,56,0.8333333333333334,1112832
190,2440.7915500000004,7556.291783333333,291.6666666666667,56,0.6666666666666666,1118720
191,2446.5945500000003,7550.072116666666,333.3333333333333,56,1.0,1124608
192,2446.5945500000003,7550.072116666666,333.3333333333333,56,0.5,1130496
193,2445.6273833333335,7551.0392833333335,333.3333333333333,56,0.8333333333333334,1136384
194,2442.7258833333335,7554.010227777778,326.38888888888886,56,0.3333333333333333,1142272
195,2441.758716666667,7555.116283333333,312.5,56,0.8333333333333334,1148160
196,2438.857216666667,7557.948338888889,319.4444444444444,56,0.8333333333333334,1154048
197,2438.857216666667,7558.226116666667,291.6666666666667,56,0.8333333333333334,1159936
198,2440.7915500000004,7556.014005555555,319.4444444444444,56,0.8333333333333334,1165824
199,2437.89005,7559.054394444444,305.55555555555554,56,0.8333333333333334,1171712
200,2441.7587166666667,7555.2551722222215,298.61111111111114,56,1.0,1177600
201,2441.7587166666667,7554.90795,333.3333333333333,56,0.8333333333333334,1183488
202,2440.7915500000004,7556.222338888889,298.61111111111114,56,0.6666666666666666,1189376
203,2442.725883333334,7554.010227777777,326.38888888888886,56,0.8333333333333334,1195264
204,2439.8243833333336,7557.050616666666,312.5,56,0.8333333333333334,1201152
205,2442.7258833333335,7554.218561111111,305.55555555555554,56,0.6666666666666666,1207040
206,2436.922883333333,7559.743783333333,333.3333333333333,56,0.8333333333333334,1212928
207,2436.922883333333,7560.438227777779,263.88888888888886,56,1.0,1218816
208,2443.6930500000003,7552.973616666666,333.3333333333333,56,0.6666666666666666,1224704
209,2433.054216666667,7563.820783333333,312.5,56,0.6666666666666666,1230592
210,2433.054216666667,7564.376338888889,256.94444444444446,56,0.8333333333333334,1236480
211,2439.8243833333336,7557.050616666666,312.5,56,0.6666666666666666,1242368
212,2441.758716666667,7555.185727777777,305.55555555555554,56,0.8333333333333334,1248256
213,2444.660216666667,7552.075894444444,326.38888888888886,56,0.6666666666666666,1254144
214,2436.922883333333,7559.813227777779,326.38888888888886,56,1.0,1260032
215,2434.0213833333332,7563.270283333333,270.8333333333333,56,0.6666666666666666,1265920
216,2442.7258833333335,7554.218561111111,305.55555555555554,56,1.0,1271808
217,2443.6930500000003,7552.973616666666,333.3333333333333,56,1.0,1277696
218,2441.758716666667,7555.116283333333,312.5,56,0.3333333333333333,1283584
219,2444.660216666667,7552.145338888889,319.4444444444444,56,1.0,1289472
220,2446.5945500000003,7550.072116666666,333.3333333333333,56,0.8333333333333334,1295360
221,2446.5945500000003,7550.072116666666,333.3333333333333,56,0.5,1301248
222,2446.5945500000003,7550.072116666666,333.3333333333333,56,0.5,1307136
223,2446.5945500000003,7550.072116666666,333.3333333333333,56,1.0,1313024
224,2439.8243833333336,7556.842283333333,333.3333333333333,56,0.8333333333333334,1318912
225,2439.8243833333336,7557.328394444445,284.72222222222223,56,0.3333333333333333,1324800
226,2446.5945500000003,7550.072116666666,333.3333333333333,56,0.8333333333333334,1330688
227,2446.59455,7550.072116666666,333.3333333333333,56,0.5,1336576
228,2444.6602166666667,7552.00645,333.3333333333333,56,0.6666666666666666,1342464
229,2442.7258833333335,7554.079672222222,319.4444444444444,56,0.8333333333333334,1348352
230,2444.6602166666667,7552.1453388888895,319.4444444444444,56,0.8333333333333334,1354240
231,2443.6930500000003,7552.973616666666,333.3333333333333,56,0.3333333333333333,1360128
232,2443.6930500000003,7553.18195,312.5,56,0.8333333333333334,1366016
233,2441.758716666667,7554.907949999999,333.3333333333333,56,0.8333333333333334,1371904
234,2439.8243833333336,7557.189505555555,298.61111111111114,56,1.0,1377792
235,2442.7258833333335,7554.079672222222,319.4444444444444,56,0.6666666666666666,1383680
236,2439.8243833333336,7556.981172222222,319.4444444444444,56,0.8333333333333334,1389568
237,2437.89005,7559.123838888889,298.61111111111114,56,0.6666666666666666,1395456
238,2442.7258833333335,7554.218561111111,305.55555555555554,56,0.8333333333333334,1401344
239,2440.7915500000004,7555.875116666666,333.3333333333333,56,0.8333333333333334,1407232
240,2440.79155,7556.291783333334,291.66666666666663,56,1.0,1413120
241,2445.6273833333335,7551.0392833333335,333.3333333333333,56,0.8333333333333334,1419008
242,2441.758716666667,7554.977394444444,326.38888888888886,56,0.6666666666666666,1424896
243,2435.955716666667,7560.988727777778,305.55555555555554,56,0.5,1430784
244,2439.8243833333336,7557.328394444445,284.72222222222223,56,1.0,1436672
245,2441.758716666667,7554.907949999999,333.3333333333333,56,1.0,1442560
246,2438.857216666667,7558.1566722222215,298.61111111111114,56,1.0,1448448
247,2441.758716666667,7555.116283333333,312.5,56,1.0,1454336
248,2437.89005,7558.915505555556,319.4444444444444,56,1.0,1460224
249,2438.857216666667,7558.295561111111,284.72222222222223,56,1.0,1466112
250,2439.8243833333336,7556.911727777778,326.38888888888886,56,0.6666666666666666,1472000
251,2438.857216666667,7558.226116666667,291.6666666666667,56,0.6666666666666666,1477888
252,2441.758716666667,7555.0468388888885,319.4444444444444,56,1.0,1483776
253,2439.8243833333336,7557.050616666666,312.5,56,1.0,1489664
254,2462.9251833333333,7534.019261111111,305.55555555555554,56,0.6666666666666666,1495552
255,2466.79385,7530.289483333334,291.6666666666667,56,1.0,1501440
256,2464.859516666667,7531.80715,333.3333333333333,56,0.6666666666666666,1507328
257,2462.9251833333333,7534.297038888889,277.77777777777777,56,1.0,1513216
258,2439.8243833333336,7556.981172222222,319.4444444444444,56,1.0,1519104
259,2436.9228833333336,7560.091005555555,298.61111111111114,56,0.5,1524992
260,2440.79155,7556.222338888889,298.61111111111114,56,0.5,1530880
261,2443.6930500000003,7553.0430611111115,326.38888888888886,56,0.8333333333333334,1536768
262,2444.660216666667,7552.145338888889,319.4444444444444,56,1.0,1542656
263,2444.660216666667,7552.006449999999,333.3333333333333,56,1.0,1548544
264,2436.922883333333,7559.882672222222,319.4444444444444,56,0.3333333333333333,1554432
265,2429.18555,7568.0366722222225,277.77777777777777,56,1.0,1560320
266,2429.18555,7568.175561111111,263.88888888888886,56,1.0,1566208
267,2434.0213833333332,7563.200838888889,277.77777777777777,56,0.8333333333333334,1572096
268,2441.758716666667,7555.2551722222215,298.61111111111114,56,1.0,1577984
269,2443.6930500000003,7552.973616666666,333.3333333333333,56,0.8333333333333334,1583872
270,2440.79155,7556.08345,312.5,56,0.8333333333333334,1589760
271,2442.7258833333335,7554.1491166666665,312.5,56,0.8333333333333334,1595648
272,2442.7258833333335,7554.010227777778,326.38888888888886,56,0.6666666666666666,1601536
273,2439.8243833333336,7557.050616666666,312.5,56,0.6666666666666666,1607424
274,2437.89005,7559.054394444444,305.55555555555554,56,0.8333333333333334,1613312
275,2436.922883333333,7560.091005555556,298.6111111111111,56,0.6666666666666666,1619200
276,2441.758716666667,7555.2551722222215,298.6111111111111,56,0.5,1625088
277,2445.6273833333335,7551.0392833333335,333.3333333333333,56,0.6666666666666666,1630976
278,2445.6273833333335,7551.108727777778,326.38888888888886,56,0.16666666666666666,1636864
279,2446.5945500000003,7550.072116666666,333.3333333333333,56,1.0,1642752
280,2445.6273833333335,7551.0392833333335,333.3333333333333,56,1.0,1648640
281,2440.7915500000004,7555.944561111111,326.38888888888886,56,1.0,1654528
282,2434.0213833333332,7562.992505555556,298.61111111111114,56,0.6666666666666666,1660416
283,2432.08705,7565.1351722222225,277.77777777777777,56,0.8333333333333334,1666304
284,2436.922883333333,7560.229894444445,284.72222222222223,56,0.6666666666666666,1672192
285,2438.857216666667,7558.017783333333,312.49999999999994,56,0.8333333333333334,1678080
286,2438.857216666667,7558.1566722222215,298.6111111111111,56,0.8333333333333334,1683968
287,2438.857216666667,7558.017783333333,312.5,56,0.5,1689856
288,2441.7587166666667,7555.2551722222215,298.6111111111111,56,1.0,1695744
289,2445.627383333334,7551.039283333333,333.3333333333333,56,0.8333333333333334,1701632
290,2439.8243833333336,7556.911727777778,326.38888888888886,56,0.6666666666666666,1707520
291,2440.7915500000004,7556.291783333333,291.6666666666667,56,0.8333333333333334,1713408
292,2446.5945500000003,7550.072116666666,333.3333333333333,56,1.0,1719296
293,2438.857216666667,7557.80945,333.3333333333333,56,1.0,1725184
294,2428.218383333334,7569.003838888888,277.77777777777777,56,0.8333333333333334,1731072
295,2434.0213833333337,7563.409172222222,256.9444444444444,56,0.6666666666666666,1736960
296,2444.660216666667,7552.145338888889,319.4444444444444,56,0.16666666666666666,1742848
297,2446.59455,7550.072116666666,333.3333333333333,56,0.6666666666666666,1748736
298,2446.59455,7550.072116666666,333.3333333333333,56,0.8333333333333334,1754624
299,2444.660216666667,7552.006449999999,333.3333333333333,56,0.5,1760512
300,2444.660216666667,7552.145338888889,319.4444444444444,56,1.0,1766400
301,2445.6273833333335,7551.0392833333335,333.3333333333333,56,0.8333333333333334,1772288
302,2443.6930500000003,7553.0430611111115,326.38888888888886,56,0.5,1778176
303,2444.660216666667,7552.145338888889,319.4444444444444,56,0.6666666666666666,1784064
304,2444.660216666667,7552.006449999999,333.3333333333333,56,1.0,1789952
305,2434.98855,7561.817005555556,319.4444444444444,56,1.0,1795840
306,2436.922883333333,7560.438227777779,263.88888888888886,56,0.8333333333333334,1801728
307,2443.6930500000003,7552.973616666666,333.3333333333333,56,0.8333333333333334,1807616
308,2441.758716666667,7555.116283333333,312.5,56,0.6666666666666666,1813504
309,2440.7915500000004,7556.014005555555,319.4444444444444,56,0.8333333333333334,1819392
310,2434.98855,7561.955894444444,305.55555555555554,56,0.8333333333333334,1825280
311,2430.152716666667,7567.069505555555,277.77777777777777,56,0.5,1831168
312,2437.89005,7559.401616666666,270.8333333333333,56,1.0,1837056
313,2445.6273833333335,7551.0392833333335,333.3333333333333,56,0.6666666666666666,1842944
314,2436.9228833333336,7559.813227777778,326.38888888888886,56,0.8333333333333334,1848832
315,2433.054216666667,7564.23745,270.8333333333333,56,0.8333333333333334,1854720
316,2440.7915500000004,7556.222338888889,298.61111111111114,56,0.8333333333333334,1860608
317,2445.6273833333335,7551.108727777778,326.38888888888886,56,0.6666666666666666,1866496
318,2441.758716666667,7554.907949999999,333.3333333333333,56,0.8333333333333334,1872384
319,2435.955716666667,7561.058172222221,298.61111111111114,56,0.6666666666666666,1878272
320,2440.7915500000004,7556.291783333333,291.66666666666663,56,1.0,1884160
321,2440.79155,7555.875116666666,333.3333333333333,56,0.3333333333333333,1890048
322,2434.98855,7562.094783333334,291.6666666666667,56,1.0,1895936
323,2437.89005,7559.193283333334,291.6666666666667,56,0.8333333333333334,1901824
324,2443.6930500000003,7553.18195,312.5,56,0.16666666666666666,1907712
325,2441.758716666667,7554.907949999999,333.3333333333333,56,0.6666666666666666,1913600
326,2440.79155,7556.222338888889,298.61111111111114,56,0.6666666666666666,1919488
327,2445.627383333334,7551.108727777777,326.38888888888886,56,0.5,1925376
328,2441.758716666667,7554.907949999999,333.3333333333333,56,0.8333333333333334,1931264
329,2437.89005,7559.123838888889,298.61111111111114,56,1.0,1937152
330,2434.98855,7561.955894444444,305.55555555555554,56,0.5,1943040
331,2438.857216666667,7558.365005555555,277.77777777777777,56,0.8333333333333334,1948928
332,2437.89005,7558.776616666666,333.3333333333333,56,1.0,1954816
333,2437.89005,7559.401616666666,270.8333333333333,56,0.5,1960704
334,2446.5945500000003,7550.072116666666,333.3333333333333,56,0.6666666666666666,1966592
335,2444.660216666667,7552.006449999999,333.3333333333333,56,0.16666666666666666,1972480
336,2438.857216666667,7557.948338888889,319.4444444444444,56,0.5,1978368
337,2440.7915500000004,7556.291783333333,291.6666666666667,56,1.0,1984256
338,2446.5945500000003,7550.072116666666,333.3333333333333,56,0.8333333333333334,1990144
339,2440.7915500000004,7555.875116666666,333.3333333333333,56,0.8333333333333334,1996032
340,2437.89005,7559.193283333334,291.6666666666667,56,1.0,2001920
341,2443.6930500000003,7553.18195,312.5,56,0.3333333333333333,2007808
342,2443.6930500000003,7552.973616666666,333.3333333333333,56,0.8333333333333334,2013696
343,2441.758716666667,7555.116283333333,312.5,56,1.0,2019584
344,2440.7915500000004,7556.014005555555,319.4444444444444,56,0.8333333333333334,2025472
345,2442.7258833333335,7554.218561111111,305.55555555555554,56,0.6666666666666666,2031360
346,2445.6273833333335,7551.0392833333335,333.3333333333333,56,0.8333333333333334,2037248
347,2470.662516666667,7526.073594444444,326.38888888888886,56,0.8333333333333334,2043136
348,2466.79385,7529.942261111111,326.38888888888886,56,0.8333333333333334,2049024
349,2441.7587166666667,7555.2551722222215,298.61111111111114,56,0.8333333333333334,2054912
350,2441.7587166666667,7554.90795,333.3333333333333,56,0.6666666666666666,2060800
351,2441.758716666667,7555.2551722222215,298.6111111111111,56,0.5,2066688
352,2442.7258833333335,7553.9407833333335,333.3333333333333,56,0.3333333333333333,2072576
353,2437.8900500000004,7559.0543944444435,305.55555555555554,56,0.6666666666666666,2078464
354,2437.89005,7559.123838888889,298.6111111111111,56,0.6666666666666666,2084352
355,2435.955716666667,7560.988727777778,305.55555555555554,56,0.8333333333333334,2090240
356,2435.955716666667,7561.197061111111,284.72222222222223,56,1.0,2096128
357,2442.7258833333335,7554.218561111111,305.55555555555554,56,0.6666666666666666,2102016
358,2435.955716666667,7560.71095,333.3333333333333,56,0.5,2107904
359,2434.0213833333332,7563.409172222222,256.94444444444446,56,0.6666666666666666,2113792
360,2437.89005,7558.915505555556,319.4444444444444,56,0.8333333333333334,2119680
361,2438.857216666667,7558.295561111111,284.72222222222223,56,1.0,2125568
362,2442.7258833333335,7554.010227777778,326.38888888888886,56,0.6666666666666666,2131456
363,2437.89005,7558.98495,312.5,56,1.0,2137344
